MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,VesselGroup,VesselTypeDetailed,Origin_country,Origin_port,Destination_country,Destination_port,Cargo_type,Total_weight_cargo,Flag
367482540,2023-12-31 23:59:08,29.76475,-95.07896,0.0,360.0,511.0,ROSS S STERLING,IMO0000000,WDF7246,60,,16.0,8.0,,,B,Passenger,"Passenger, all ships of this type",Netherlands,Rotterdam,Singapore,Jurong,General Cargo,412.27,Other
367482550,2023-12-31 23:57:04,29.76443,-95.07882,0.0,360.0,511.0,WILLIAM P HOBBY,IMO0000000,WDF7247,60,,16.0,8.0,,,B,Passenger,"Passenger, all ships of this type",China,Qingdao,USA,New York,General Cargo,258.31,Other
367482650,2023-12-31 23:59:35,21.31364,-157.86682,0.0,348.8,511.0,ST MARTIN,IMO8886266,WDF7256,30,,22.0,6.0,,,B,Fishing,Fishing,USA,South Louisiana,Japan,Nagoya,General Cargo,34.84,China
367482760,2023-12-31 23:58:06,32.65042,-117.10981,0.0,28.0,511.0,JANABANANA,,WDF7266,37,,17.0,,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Ningbo-Zhoushan,Japan,Tokyo,General Cargo,0.35,Liberia
367482970,2023-12-31 23:59:18,30.03846,-90.67878,0.0,360.0,511.0,KLEIN K,,WDF7287,60,0.0,14.0,,,50.0,A,Passenger,"Passenger, all ships of this type",Singapore,Singapore,Netherlands,Rotterdam,General Cargo,544.71,Singapore
367483260,2023-12-31 23:54:07,28.15696,-90.2462,0.1,266.1,225.0,HARVEY COWBOY,IMO9617703,WDH2186,90,0.0,61.0,14.0,4.3,70.0,A,Other,"Other Type, all ships of this type",Netherlands,Rotterdam,USA,Savannah,General Cargo,100.0,Hong Kong
367483640,2023-12-31 23:57:56,30.06984,-89.83613,0.0,294.4,511.0,SHORELINE XVII,,WDF7353,90,1.0,17.0,7.0,,39.0,A,Other,"Other Type, all ships of this type",Japan,Nagoya,Singapore,Singapore,General Cargo,100.0,Other
367483670,2023-12-31 23:59:26,38.74311,-76.37422,0.0,101.6,511.0,KRAKEN,,WDF7356,70,3.0,52.0,18.0,,99.0,A,Cargo,"Cargo, all ships of this type",USA,Los Angeles,China,Guangzhou,General Cargo,15050.47,Marshall Islands
367483740,2023-12-31 23:57:59,29.07179,-90.12752,0.0,191.3,511.0,ADVENTURE,,WDF7362,37,5.0,18.0,5.0,,90.0,A,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,Singapore,Singapore,General Cargo,1.3,Panama
367483830,2023-12-31 23:59:25,39.24824,-76.53975,0.6,319.1,240.0,LYNNE MORAN,IMO9349930,WDJ4485,31,0.0,28.0,9.0,3.4,0.0,A,Tug Tow,Towing,China,Shanghai,Singapore,Jurong,General Cargo,130.0,Marshall Islands
367483860,2023-12-31 23:59:52,40.09128,-74.0256,0.0,274.8,511.0,HOUMA,IMO8765943,WDF7373,90,1.0,27.0,19.0,1.8,33.0,A,Other,"Other Type, all ships of this type",Singapore,Singapore,Japan,Yokohama,General Cargo,100.0,Panama
367483870,2023-12-31 23:56:57,29.10344,-90.1612,0.0,170.6,511.0,GALVESTON,IMO8765113,WDF7374,90,5.0,33.0,21.0,2.1,99.0,A,Other,"Other Type, all ships of this type",Singapore,Singapore,Netherlands,Rotterdam,General Cargo,100.0,Marshall Islands
367483890,2023-12-31 23:48:10,29.10322,-90.1617,0.0,291.1,511.0,LAFAYETTE,IMO8767587,WDF7376,90,1.0,33.0,19.0,2.1,56.0,A,Other,"Other Type, all ships of this type",USA,Beaumont,Singapore,Singapore,General Cargo,100.0,Liberia
367484250,2023-12-31 23:59:17,29.99388,-90.01975,0.0,55.1,254.0,SAVAGE FOUNDER,,WDF7413,31,12.0,25.0,10.0,,57.0,A,Tug Tow,Towing,Japan,Yokohama,Netherlands,Amsterdam,General Cargo,99.04,Liberia
367484260,2023-12-31 23:58:50,29.77713,-95.07765,0.0,357.3,284.0,SAVAGE HERITAGE,,WDF7414,31,0.0,25.0,10.0,,57.0,A,Tug Tow,Towing,Netherlands,Rotterdam,Japan,Osaka,General Cargo,107.49,Other
367484570,2023-12-31 23:58:50,48.51508,-122.60604,0.0,263.8,511.0,SEA ESCAPE,,WDF7444,37,,,,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Tianjin,Singapore,Singapore,General Cargo,0.44,Liberia
367484710,2023-12-31 23:58:40,40.41722,-74.03173,0.1,217.3,511.0,BLUE SEA,,WDF7457,60,,18.0,,,,B,Passenger,"Passenger, all ships of this type",China,Ningbo-Zhoushan,Netherlands,Rotterdam,General Cargo,206.76,Panama
367485050,2023-12-31 23:58:31,34.72123,-76.67072,0.0,82.5,511.0,COLTEN SCOTT,IMO8939439,WDF7493,30,,24.0,7.0,,,B,Fishing,Fishing,Singapore,Singapore,Netherlands,Rotterdam,General Cargo,184.78,Spain
367485290,2023-12-31 23:58:23,29.9963,-93.91675,0.0,299.6,511.0,CAPT ANTHONY,,WDI6352,31,5.0,21.0,9.0,,31.0,A,Tug Tow,Towing,Netherlands,Rotterdam,China,Guangzhou,General Cargo,72.81,Marshall Islands
367485980,2023-12-31 18:14:31,42.61238,-70.65236,0.0,360.0,511.0,CAPT JOE,IMO7731153,WDF7584,30,7.0,24.0,7.0,,30.0,A,Fishing,Fishing,USA,Tacoma,China,Shenzhen,General Cargo,24.64,China
367486000,2023-12-31 23:26:25,18.30794,-64.70668,0.3,360.0,511.0,C-FREEDOM,IMO9385271,WDE2596,90,,85.0,18.0,5.9,,B,Other,"Other Type, all ships of this type",USA,New York,China,Shenzhen,General Cargo,100.0,Other
367486370,2023-12-31 23:59:48,29.32361,-94.78207,0.0,9.9,41.0,NRC QUEST,IMO9271195,WDF7619,90,5.0,48.0,10.0,3.0,70.0,A,Other,"Other Type, all ships of this type",Singapore,Jurong,USA,Los Angeles,General Cargo,100.0,Panama
367486440,2023-12-31 15:09:45,27.67982,-90.24374,16.3,171.4,169.0,FAST GOLIATH,IMO9579951,WDF7625,60,0.0,53.0,9.0,2.3,90.0,A,Passenger,"Passenger, all ships of this type",Japan,Tokyo,USA,Corpus Christi,General Cargo,214.63,Hong Kong
367486480,2023-12-31 23:57:04,35.03285,-76.68515,102.3,360.0,511.0,SOLACE,,WDF7630,37,,10.0,3.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Japan,Yokohama,USA,New Orleans,General Cargo,0.63,Hong Kong
367486660,2023-12-31 23:58:05,47.6544,-122.20763,0.0,360.0,511.0,SATISFACTION,,WDF7649,37,,14.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Japan,Osaka,Netherlands,Rotterdam,General Cargo,0.41,Panama
367486750,2023-12-31 23:58:09,30.03933,-93.33424,0.0,306.1,352.0,TRISTAN K,IMO9636773,WDF7657,31,5.0,30.0,12.0,4.1,52.0,A,Tug Tow,Towing,Netherlands,Rotterdam,Singapore,Singapore,General Cargo,209.68,Other
367486910,2023-12-31 23:59:07,29.59916,-90.6612,0.1,247.1,511.0,ATLANTIC DAWN,,WDF7671,31,12.0,23.0,8.0,,90.0,A,Tug Tow,Towing,USA,New Orleans,Netherlands,Rotterdam,General Cargo,95.16,Greece
367486930,2023-12-31 23:59:06,27.76761,-82.62918,0.0,360.0,511.0,COMPASS ROSE,,WDF7673,37,,14.0,,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,China,Guangzhou,General Cargo,0.65,China
367486980,2023-12-31 23:59:59,29.26191,-94.99355,5.2,40.4,38.0,SAVAGE PROMISE,,WDF7678,31,12.0,20.0,7.0,,90.0,A,Tug Tow,Towing,Netherlands,Rotterdam,China,Hong Kong,General Cargo,130.0,Panama
367487030,2023-12-31 14:19:51,18.30691,-64.83384,0.3,56.1,511.0,AQUILA,,WDF7682,37,,14.0,,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Singapore,Netherlands,Amsterdam,General Cargo,0.28,Panama
367487130,2023-12-31 23:58:25,48.49272,-122.68132,0.0,0.0,511.0,ENCHANTMENT,,WDF7692,37,,14.0,,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,China,Ningbo-Zhoushan,General Cargo,0.62,Panama
367487570,2023-12-31 23:59:19,44.00885,-86.6345,8.2,18.3,15.0,BRADSHAW MCKEE,IMO7644312,WDF7733,31,0.0,34.0,10.0,5.2,52.0,A,Tug Tow,Towing,China,Dalian,USA,Charleston,General Cargo,96.8,Bahamas
367487860,2023-12-31 19:46:59,28.62512,-80.8044,0.3,58.0,511.0,SEA PANDA,IMO0000000,,36,,12.0,3.0,,,B,Pleasure Craft/Sailing,Sailing,Netherlands,Rotterdam,China,Guangzhou,General Cargo,0.33,Other
367487960,2023-12-31 23:59:59,34.71907,-76.70443,0.0,230.0,511.0,MONICA LYNN,,WDF7771,31,0.0,19.0,7.0,,52.0,A,Tug Tow,Towing,China,Ningbo-Zhoushan,USA,New Orleans,General Cargo,104.13,Bahamas
367488010,2023-12-31 23:59:39,47.92176,-122.6855,0.0,304.9,511.0,POROSITY,,WDF7776,37,,19.0,5.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Shanghai,Japan,Nagoya,General Cargo,0.57,Other
367488250,2023-12-31 23:58:14,48.10511,-122.77715,0.0,360.0,511.0,SUNNYVALE,IMO8851455,WDF7798,30,,23.0,7.0,,,B,Fishing,Fishing,Netherlands,Rotterdam,Japan,Yokohama,General Cargo,183.74,Norway
367488370,2023-12-31 23:56:59,28.70756,-90.31906,6.5,263.6,261.0,RACHEL,IMO7600378,WDF7809,31,0.0,31.0,9.0,4.0,31.0,A,Tug Tow,Towing,Japan,Kobe,China,Qingdao,General Cargo,84.81,Liberia
367488380,2023-12-31 23:59:11,31.16627,-81.41487,0.1,283.3,39.0,LITTLE WING,,WDF7810,37,,12.0,,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Beaumont,Netherlands,Rotterdam,General Cargo,0.46,Panama
367488490,2023-12-31 23:59:05,29.77738,-95.10197,0.0,240.9,274.0,TRIGGER,,WDF7822,31,0.0,21.0,9.0,,31.0,A,Tug Tow,Towing,Japan,Kobe,Singapore,Jurong,General Cargo,81.58,Other
367489280,2023-12-31 23:59:12,48.75598,-122.50354,0.0,359.6,511.0,KAMILAR,,WDF7898,30,,17.0,6.0,,,B,Fishing,Fishing,Netherlands,Rotterdam,Japan,Yokohama,General Cargo,104.04,China
367489440,2023-12-31 23:58:48,47.39985,-122.33001,0.0,128.9,511.0,SKOOKUM,IMO0000000,WDL3686,37,,10.0,3.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,China,Shenzhen,General Cargo,0.43,Panama
367489490,2023-12-31 20:48:39,40.58524,-73.90154,0.0,157.4,511.0,WESTERLY,,WDF7918,90,,11.0,,,,B,Other,"Other Type, all ships of this type",Singapore,Jurong,Japan,Nagoya,General Cargo,100.0,Panama
367489520,2023-12-31 23:59:14,29.83091,-93.96227,0.0,82.0,156.0,CALLIE DEVALL,,WDF7920,31,12.0,21.0,9.0,,31.0,A,Tug Tow,Towing,Netherlands,Rotterdam,USA,Mobile,General Cargo,91.82,Other
367489730,2023-12-31 23:59:08,35.05382,-90.17947,0.0,324.2,511.0,BREES,,WDF7941,31,0.0,35.0,10.0,,31.0,A,Tug Tow,Towing,Japan,Yokohama,Netherlands,Amsterdam,General Cargo,130.0,China
367490030,2023-12-31 23:59:17,24.95811,-82.05633,3.1,129.9,511.0,CAPT ERIC III,IMO8940957,WDF7970,30,,24.0,7.0,,,B,Fishing,Fishing,Singapore,Singapore,Japan,Osaka,General Cargo,52.71,Indonesia
367490090,2023-12-31 23:58:48,28.33744,-80.58005,0.2,272.8,511.0,JIMMY & ANDY JR,IMO8963959,WDF7976,30,,24.0,7.0,,,B,Fishing,Fishing,USA,South Louisiana,Japan,Kobe,General Cargo,36.33,Norway
367490140,2023-12-31 23:59:25,21.31636,-157.87907,0.0,91.2,511.0,QUEEN DIAMOND II,IMO8852435,WDF7980,30,,23.0,6.0,,,B,Fishing,Fishing,Japan,Nagoya,USA,Los Angeles,General Cargo,32.88,South Korea
367490480,2023-12-31 23:59:56,38.95842,-74.86714,0.0,30.0,511.0,EVA MARIE,IMO8969408,WDH3461,30,,26.0,7.0,,,B,Fishing,Fishing,USA,Long Beach,Singapore,Singapore,General Cargo,34.22,Japan
367490530,2023-12-31 23:59:29,27.8562,-97.05235,0.0,332.7,511.0,JERRY DOG MCLAIN,,WDF8019,31,12.0,23.0,10.0,,57.0,A,Tug Tow,Towing,China,Ningbo-Zhoushan,Japan,Tokyo,General Cargo,109.56,Other
367490630,2023-12-31 23:53:23,30.40365,-88.2543,0.0,326.0,511.0,MASTER KINGSTON,IMO0000000,WDF6099,30,,29.0,10.0,,,B,Fishing,Fishing,Netherlands,Rotterdam,USA,New York,General Cargo,57.75,Indonesia
367490790,2023-12-31 23:59:42,29.73311,-95.27622,0.0,173.8,511.0,ANDREW K,IMO8835126,WDF8044,31,5.0,26.0,10.0,,52.0,A,Tug Tow,Towing,Netherlands,Rotterdam,USA,New Orleans,General Cargo,96.71,Japan
367490860,2023-12-31 23:58:57,28.40866,-80.60051,0.0,360.0,511.0,VICTORY I,IMO8898855,WDF8050,60,0.0,94.0,19.0,,69.0,A,Passenger,"Passenger, all ships of this type",Japan,Osaka,China,Hong Kong,General Cargo,218.54,Other
367491060,2023-12-31 15:30:54,28.99492,-91.80161,1.1,339.1,511.0,MR HENRY,IMO8961420,WDF8070,30,,25.0,7.0,,,B,Fishing,Fishing,China,Ningbo-Zhoushan,Singapore,Jurong,General Cargo,55.1,China
367491410,2023-12-31 23:57:06,47.65594,-122.38108,0.0,360.0,511.0,CAPE FLATTERY,,WDF8102,30,,17.0,,,,B,Fishing,Fishing,China,Guangzhou,Netherlands,Amsterdam,General Cargo,57.27,China
367491430,2023-12-31 23:59:03,30.28438,-87.56446,0.0,305.5,511.0,FIRSTBOAT,,WDF8104,37,,24.0,7.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Miami,Singapore,Singapore,General Cargo,0.65,Other
367491660,2023-12-31 22:53:32,30.34497,-88.50729,0.3,116.1,2.0,SIGNET RELIANCE,IMO9548677,WDF8126,31,0.0,24.0,10.0,4.6,31.0,A,Tug Tow,Towing,China,Xiamen,USA,New York,General Cargo,95.36,Cyprus
367491710,2023-12-31 23:59:26,30.37111,-88.56448,0.0,360.0,511.0,SIGNET LEGEND,,WDF8130,31,0.0,17.0,7.0,,31.0,A,Tug Tow,Towing,USA,Savannah,China,Ningbo-Zhoushan,General Cargo,113.81,Liberia
367492110,2023-12-31 23:59:51,29.58882,-93.91588,0.0,276.5,143.0,ODYSSEA TITAN,IMO9399064,WDF8168,90,0.0,68.0,14.0,4.0,70.0,A,Other,"Other Type, all ships of this type",China,Ningbo-Zhoushan,Japan,Kobe,General Cargo,100.0,Other
367492140,2023-12-31 23:58:36,38.79261,-75.1541,0.2,29.8,511.0,LEXINGTON,,WDF8172,90,,48.0,11.0,,,B,Other,"Other Type, all ships of this type",USA,Savannah,China,Dalian,General Cargo,100.0,Malta
367492150,2023-12-31 23:58:45,47.65691,-122.37785,0.0,360.0,511.0,HALCYON,,WDI6436,30,,,,,,B,Fishing,Fishing,China,Guangzhou,Singapore,Singapore,General Cargo,20.14,China
367492660,2023-12-31 13:11:10,29.23098,-80.98622,2.9,321.9,511.0,MATTIE FAY,IMO8939984,WDF8223,30,,23.0,7.0,,,B,Fishing,Fishing,Netherlands,Rotterdam,Japan,Nagoya,General Cargo,99.99,Indonesia
367492880,2023-12-31 23:50:17,48.00304,-122.22062,0.0,4.0,511.0,SIENNE,,WDF8243,37,,15.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Qingdao,Netherlands,Rotterdam,General Cargo,0.28,Panama
367492920,2023-12-31 23:59:45,33.73504,-118.27105,0.0,9.2,511.0,KENNETH CARL,IMO8978710,WDF8246,90,15.0,33.0,7.0,2.7,0.0,A,Other,"Other Type, all ships of this type",China,Guangzhou,Japan,Yokohama,General Cargo,100.0,Other
367492940,2023-12-31 23:59:08,47.26274,-122.35933,0.2,176.4,511.0,FELLOWSHIP,IMO0000000,WDF8248,37,,25.0,7.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Guangzhou,Singapore,Singapore,General Cargo,0.43,Singapore
367493000,2023-12-31 23:59:49,40.63051,-73.15205,2.8,57.5,85.0,DOUGLAS B.MACKIE,IMO9807073,WDBI,90,3.0,148.0,28.0,8.5,90.0,A,Other,"Other Type, all ships of this type",Japan,Tokyo,China,Ningbo-Zhoushan,General Cargo,100.0,Liberia
367493020,2023-12-31 23:59:15,30.76407,-88.05132,0.0,160.0,324.0,CRIMSON VICTORY,IMO9629029,WDF8255,31,5.0,35.0,10.0,,32.0,A,Tug Tow,Towing,USA,Oakland,Japan,Tokyo,General Cargo,57.44,Singapore
367493370,2023-12-31 23:57:55,30.17267,-93.3193,0.0,72.2,190.0,JOHN BOOZMAN,,WDF8294,31,5.0,24.0,9.0,,57.0,A,Tug Tow,Towing,China,Guangzhou,Netherlands,Rotterdam,General Cargo,100.05,Malta
367493740,2023-12-31 23:57:01,29.70479,-95.04595,0.0,350.7,511.0,ENDURANCE,IMO9632739,WDF8331,31,5.0,24.0,9.0,,57.0,A,Tug Tow,Towing,Netherlands,Amsterdam,Singapore,Singapore,General Cargo,97.71,Panama
367493760,2023-12-31 23:56:33,29.77294,-93.34725,0.0,127.5,511.0,TYRANT,IMO9290012,WDF8333,60,5.0,47.0,8.0,,90.0,A,Passenger,"Passenger, all ships of this type",China,Ningbo-Zhoushan,Japan,Osaka,General Cargo,233.17,Hong Kong
367494250,2023-12-31 23:59:29,47.65635,-122.37981,0.0,360.0,511.0,QUANDARY,IMO0000000,WDF8382,30,,18.0,14.0,,,B,Fishing,Fishing,Singapore,Singapore,Japan,Kobe,General Cargo,25.48,Norway
367494610,2023-12-31 22:53:35,32.60669,-80.15632,0.0,360.0,511.0,KAIROS,,WDF8414,37,,14.0,,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,South Louisiana,Netherlands,Rotterdam,General Cargo,0.65,Japan
367495030,2023-12-31 15:17:31,18.32506,-64.79819,7.7,225.4,511.0,TODD G,IMO9202340,WDF8454,90,0.0,44.0,10.0,,70.0,A,Other,"Other Type, all ships of this type",China,Dalian,Japan,Nagoya,General Cargo,100.0,Bahamas
367495080,2023-12-31 23:57:48,33.71755,-118.279,0.0,88.1,511.0,NOTORIOUS,,WDF8459,37,,15.0,3.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Ningbo-Zhoushan,Netherlands,Amsterdam,General Cargo,0.23,Panama
367495480,2023-12-31 23:51:58,29.70482,-95.04573,0.0,175.0,511.0,RICK PUMPHREY,,WDF8497,31,5.0,16.0,6.0,,52.0,A,Tug Tow,Towing,Japan,Nagoya,China,Ningbo-Zhoushan,General Cargo,130.0,Marshall Islands
367495520,2023-12-31 23:58:42,18.22837,-65.62005,2.6,173.8,511.0,MR ROW,IMO8967539,WDF8500,60,0.0,42.0,9.0,,68.0,A,Passenger,"Passenger, all ships of this type",USA,Mobile,China,Tianjin,General Cargo,227.53,Panama
367496010,2023-12-31 16:01:11,45.97562,-122.8362,0.0,31.6,511.0,DELIVERANCE,,WDF8544,60,0.0,11.0,3.0,,69.0,A,Passenger,"Passenger, all ships of this type",USA,Los Angeles,China,Shanghai,General Cargo,212.24,Hong Kong
367496150,2023-12-31 23:59:52,29.96872,-93.8599,0.1,44.6,202.0,H.F. BEAN,IMO1233330,WDG8558,31,12.0,8.0,6.0,2.8,31.0,A,Tug Tow,Towing,Netherlands,Rotterdam,China,Dalian,General Cargo,106.07,Marshall Islands
367496180,2023-12-31 23:57:21,47.66465,-122.38651,0.2,5.9,511.0,BACCHUS,,WDF8561,37,,11.0,,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Amsterdam,USA,Jacksonville,General Cargo,0.61,Liberia
367496470,2023-12-31 23:59:15,40.64104,-74.12907,0.0,319.2,175.0,REINAUER TWINS,IMO9592965,WDF8591,31,0.0,35.0,10.0,5.0,57.0,A,Tug Tow,Towing,Netherlands,Amsterdam,USA,Long Beach,General Cargo,109.78,Malta
367497070,2023-12-31 23:59:00,29.7906,-95.06399,0.0,27.0,511.0,ALYDAR,,WDF8648,31,0.0,18.0,7.0,,52.0,A,Tug Tow,Towing,China,Qingdao,Japan,Yokohama,General Cargo,130.0,China
367497320,2023-12-31 23:59:29,21.31669,-157.87945,0.0,40.8,511.0,SEA SPRAY,IMO0000000,WDF8671,30,,16.0,5.0,,,B,Fishing,Fishing,China,Guangzhou,Netherlands,Rotterdam,General Cargo,57.07,China
367497510,2023-12-31 23:58:17,40.80707,-124.16404,0.0,80.8,511.0,GOOD NEWS,,WDF8689,30,,12.0,,,,B,Fishing,Fishing,Singapore,Jurong,Japan,Tokyo,General Cargo,144.21,Spain
367497570,2023-12-31 23:56:54,29.58533,-90.71419,0.0,135.3,511.0,DELTA FACTOR,IMO8332162,WDF8695,31,5.0,28.0,8.0,3.0,31.0,A,Tug Tow,Towing,China,Shenzhen,Netherlands,Rotterdam,General Cargo,102.9,Marshall Islands
367497610,2023-12-31 23:59:29,40.58565,-74.20923,0.0,328.0,324.0,PINUCCIA,IMO8852722,WDH9186,31,0.0,35.0,8.0,3.5,52.0,A,Tug Tow,Towing,Netherlands,Rotterdam,USA,Houston,General Cargo,86.67,Japan
367497990,2023-12-31 23:54:10,26.11909,-80.14769,0.0,79.3,511.0,ICE WARS II,,WDF8733,37,,15.0,,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Oakland,Japan,Tokyo,General Cargo,0.47,Singapore
367498220,2023-12-31 15:52:51,45.79711,-124.04835,5.5,185.6,511.0,SOUTH BAY,,WDF8753,30,,16.0,,,,B,Fishing,Fishing,Singapore,Singapore,Netherlands,Rotterdam,General Cargo,195.0,Spain
367498480,2023-12-31 23:57:45,48.64642,-122.87109,0.0,18.3,511.0,MAGNUS,,WDF8779,37,,11.0,,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Shanghai,Singapore,Singapore,General Cargo,0.45,Bahamas
367498680,2023-12-31 23:59:56,29.59792,-90.67266,0.0,321.7,511.0,DELTA BUCK,IMO7204148,WDF8798,31,0.0,19.0,7.0,,31.0,A,Tug Tow,Towing,Japan,Yokohama,China,Shanghai,General Cargo,53.61,Panama
367498820,2023-12-31 23:59:22,38.74309,-76.37467,0.1,226.6,511.0,DELTA FOX,,WDF8810,31,0.0,20.0,7.0,,31.0,A,Tug Tow,Towing,China,Tianjin,Japan,Tokyo,General Cargo,113.8,Other
367498910,2023-12-31 23:59:17,29.59917,-90.67197,0.0,171.8,511.0,DELTA RULER,IMO8037164,WDF8818,31,0.0,20.0,7.0,,52.0,A,Tug Tow,Towing,China,Guangzhou,Netherlands,Rotterdam,General Cargo,96.71,Bahamas
367498970,2023-12-31 23:54:34,47.5541,-122.19423,0.0,250.5,511.0,BLUE LEADER,IMO0000000,WDF8824,37,,15.0,5.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Jurong,Netherlands,Rotterdam,General Cargo,0.95,Malta
367499260,2023-12-31 23:59:50,29.15538,-89.2475,0.3,217.1,511.0,LESLIE D,,WDF8852,90,,7.0,,,,B,Other,"Other Type, all ships of this type",Netherlands,Rotterdam,Singapore,Singapore,General Cargo,100.0,Other
367499650,2023-12-31 23:56:24,28.40715,-80.63053,0.0,170.6,511.0,HEKLA,,WDF8890,37,,17.0,,,,B,Pleasure Craft/Sailing,Pleasure Craft,Japan,Tokyo,Singapore,Singapore,General Cargo,1.1,Panama
367499890,2023-12-31 23:59:16,31.04567,-81.42279,0.0,360.0,511.0,STRAIGHT UP,,WDJ6168,37,,11.0,7.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Corpus Christi,China,Qingdao,General Cargo,0.26,Other
367500120,2023-12-31 23:59:47,28.16193,-82.77005,0.0,133.7,511.0,GETAWAY,,WDF8933,37,,14.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Jurong,USA,Oakland,General Cargo,0.58,Panama
367500230,2023-12-31 23:57:16,29.24005,-90.20908,0.0,258.6,511.0,MICHELLE,IMO9626338,WDF8945,90,1.0,35.0,22.0,2.3,90.0,A,Other,"Other Type, all ships of this type",Japan,Tokyo,China,Hong Kong,General Cargo,100.0,Malta
367500410,2023-12-31 08:31:47,28.64634,-96.94948,0.0,292.1,44.0,RICHARD J DEVALL,,WDF8965,31,12.0,17.0,6.0,,31.0,A,Tug Tow,Towing,Singapore,Singapore,Netherlands,Rotterdam,General Cargo,213.47,Other
367500460,2023-12-31 23:59:54,29.78449,-91.80929,3.9,301.3,511.0,MAC ANDREW MCKINNEY,,WDF8971,31,12.0,20.0,8.0,,52.0,A,Tug Tow,Towing,Netherlands,Rotterdam,Singapore,Jurong,General Cargo,230.85,Other
367500650,2023-12-31 04:31:27,45.79315,-122.84322,0.0,225.0,211.0,COUGAR,,WDF8988,31,0.0,17.0,5.0,,31.0,A,Tug Tow,Towing,USA,Jacksonville,China,Xiamen,General Cargo,84.06,Panama
367500810,2023-12-31 23:59:11,29.15515,-89.24728,102.3,360.0,127.0,CAPT FRANK,,WDF9003,90,3.0,56.0,14.0,,0.0,A,Other,"Other Type, all ships of this type",Japan,Kobe,USA,Charleston,General Cargo,100.0,Greece
367501370,2023-12-31 23:57:10,47.72437,-122.64067,0.0,0.0,511.0,QUE' SA-RAH SA-RAH,,WDF9059,37,,23.0,6.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Jacksonville,Japan,Kobe,General Cargo,0.65,Other
367501540,2023-12-31 13:59:58,27.62453,-85.62713,11.7,270.0,271.0,OSG ENDURANCE,IMO9441477,WDF9078,31,0.0,42.0,11.0,5.5,52.0,A,Tug Tow,Towing,Netherlands,Rotterdam,Singapore,Jurong,General Cargo,260.0,Panama
367501660,2023-12-31 23:59:19,29.92662,-90.19981,0.0,40.8,331.0,SAN BERNARD,,WDF9089,31,12.0,23.0,10.0,,57.0,A,Tug Tow,Towing,China,Ningbo-Zhoushan,Japan,Osaka,General Cargo,79.69,Bahamas
367501670,2023-12-31 23:57:33,48.755,-122.50771,0.0,114.0,511.0,ACACIA,,WDF9090,37,,12.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Jurong,USA,Oakland,General Cargo,0.61,Other
367501860,2023-12-31 23:44:50,38.76246,-90.16879,0.0,280.4,511.0,KATHERINE O'HARA,,WDF9110,31,15.0,16.0,7.0,,31.0,A,Tug Tow,Towing,China,Ningbo-Zhoushan,Singapore,Singapore,General Cargo,57.52,Other
367501920,2023-12-31 23:59:08,38.56017,-82.7909,4.4,112.0,108.0,KIMBERLY JANE,IMO7222152,WDF9115,31,0.0,25.0,9.0,,57.0,A,Tug Tow,Towing,Netherlands,Rotterdam,Singapore,Singapore,General Cargo,260.0,Japan
367502040,2023-12-31 23:51:24,24.56143,-81.80189,0.0,360.0,511.0,AMERICA 2.0,,WDF9128,60,15.0,24.0,,,60.0,A,Passenger,"Passenger, all ships of this type",Netherlands,Rotterdam,Japan,Tokyo,General Cargo,389.37,Liberia
367502170,2023-12-31 23:59:51,29.90809,-90.1241,7.5,287.0,283.0,PATRIOT,,WDF9141,31,12.0,23.0,10.0,,57.0,A,Tug Tow,Towing,Singapore,Singapore,Netherlands,Rotterdam,General Cargo,159.26,Panama
